"path","relative_path","name","extension","bytes","last_write_time","classification","lane","lineage_hint","sha256"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_ai_review_handoff_packet_v3.zip","artifacts\phase2a2_ai_review_handoff_packet_v3.zip","phase2a2_ai_review_handoff_packet_v3.zip",".zip","14353","2026-05-11T22:39:15","REVIEW","DCSE-CP","Prior staged review/artifact lineage","81A6BFFB78A17951B20DD5E9CDCC586705E74BE85097001B059ECA953B4DAC88"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_ai_review_handoff_packet_v4.zip","artifacts\phase2a2_ai_review_handoff_packet_v4.zip","phase2a2_ai_review_handoff_packet_v4.zip",".zip","18883","2026-05-11T22:50:56","REVIEW","DCSE-CP","Prior staged review/artifact lineage","C6AB02EBEC62BB03ED0DDF4D603FB032F345282F93F3D815FFE83FDAE042D94B"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_ai_review_handoff_packet_v5.zip","artifacts\phase2a2_ai_review_handoff_packet_v5.zip","phase2a2_ai_review_handoff_packet_v5.zip",".zip","22556","2026-05-11T23:00:04","REVIEW","DCSE-CP","Prior staged review/artifact lineage","3F3882AA0A952ECE027A680FF2DFAB9073DD57970CF4DDCAC605272CABAD4C47"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_ai_review_handoff_packet_v6.zip","artifacts\phase2a2_ai_review_handoff_packet_v6.zip","phase2a2_ai_review_handoff_packet_v6.zip",".zip","25590","2026-05-11T23:05:21","REVIEW","DCSE-CP","Prior staged review/artifact lineage","A5E9E8A10A3F550BA6B0988554ED8B92F9F5D7A2A0B4A8EA0DDD2F92FEE6187B"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_ai_review_packet\phase2a2_ai_review_brief.md","artifacts\phase2a2_ai_review_packet\phase2a2_ai_review_brief.md","phase2a2_ai_review_brief.md",".md","2413","2026-05-11T22:38:33","REVIEW","DCSE-CP","Prior staged review/artifact lineage","350517AB664B6E7487B90523C3CAE76AE968E5D58B2A3946FB696999C9381403"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_ai_review_packet\phase2a2_dcs_decision_memo.md","artifacts\phase2a2_ai_review_packet\phase2a2_dcs_decision_memo.md","phase2a2_dcs_decision_memo.md",".md","1785","2026-05-12T23:46:57","REVIEW","DCSE-CP","Prior staged review/artifact lineage","3D1239BD1BDE67841982EDDBE9F51A3F121D934BC5AAB984A2EA73EF4CEE27AE"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_ai_review_packet\phase2a2_dcs_decision_memo_template.md","artifacts\phase2a2_ai_review_packet\phase2a2_dcs_decision_memo_template.md","phase2a2_dcs_decision_memo_template.md",".md","1263","2026-05-11T22:47:40","REVIEW","DCSE-CP","Prior staged review/artifact lineage","D4EC14DA7980AE62157EF7EE5FADDDBC6A253313F210DF3627AAC828053F9AAC"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_ai_review_packet\phase2a2_gemini_auditor_prompt.md","artifacts\phase2a2_ai_review_packet\phase2a2_gemini_auditor_prompt.md","phase2a2_gemini_auditor_prompt.md",".md","1017","2026-05-11T22:25:50","REVIEW","DCSE-CP","Prior staged review/artifact lineage","4D96BB518F82B632621B945636C65496AA7AF8328A259979B1465593E09F7A9A"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_ai_review_packet\phase2a2_gemini_auditor_report.md","artifacts\phase2a2_ai_review_packet\phase2a2_gemini_auditor_report.md","phase2a2_gemini_auditor_report.md",".md","2260","2026-05-12T23:46:47","REVIEW","DCSE-CP","Prior staged review/artifact lineage","D70F1918667ED1F44396C6996F3D119CC3A0C1D4FF4EA5A7EBDAEAF17F7E24CE"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_ai_review_packet\phase2a2_orchestrator_review_checklist.md","artifacts\phase2a2_ai_review_packet\phase2a2_orchestrator_review_checklist.md","phase2a2_orchestrator_review_checklist.md",".md","1552","2026-05-11T22:25:44","REVIEW","DCSE-CP","Prior staged review/artifact lineage","AB4613829A9554FB9EF806F7138DD74EF358EBF66CE35DEE336FE5CB98934BFA"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\01_kb_sources_rls_policy_review.sql","artifacts\phase2a2_db_governance_hardening\01_kb_sources_rls_policy_review.sql","01_kb_sources_rls_policy_review.sql",".sql","1240","2026-05-11T23:03:30","REVIEW","DCSE-CP","Prior staged review/artifact lineage","2E8E9CC1380C370235DB1B0D9673656AFBDAB6A3292099FAD707A18F86FE722E"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\02_audit_events_schema_review.sql","artifacts\phase2a2_db_governance_hardening\02_audit_events_schema_review.sql","02_audit_events_schema_review.sql",".sql","1984","2026-05-13T00:13:26","REVIEW","DCSE-SS/SC","Prior staged review/artifact lineage","FFA9332C794685DD42481EBFCD10319CE53DD97739F738754778F6D64D2D1BA6"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\03_source_registration_audit_review.sql","artifacts\phase2a2_db_governance_hardening\03_source_registration_audit_review.sql","03_source_registration_audit_review.sql",".sql","974","2026-05-13T00:13:34","REVIEW","DCSE-CP","Prior staged review/artifact lineage","387A165A61F1BAC9973BCD3CA0A914146FA11A1C6DC679E84C9752F908EBC3FF"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\04_stop_gate_constraints_review.sql","artifacts\phase2a2_db_governance_hardening\04_stop_gate_constraints_review.sql","04_stop_gate_constraints_review.sql",".sql","1151","2026-05-11T22:47:39","REVIEW","DCSE-CP","Prior staged review/artifact lineage","C2CB7FF70F5F5EC0707EC3EDD21535E658A002914A048B1001CD2EFA697DAA01"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\05_agent_access_model_review.md","artifacts\phase2a2_db_governance_hardening\05_agent_access_model_review.md","05_agent_access_model_review.md",".md","1866","2026-05-11T22:20:35","REVIEW","DCSE-SS/SC","Prior staged review/artifact lineage","1A5B6342EBB1A10744D9999BCC41DE03DEB6457CE7FD0CF847ED272F53EAAA95"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\06_phase2a2_verification.sql","artifacts\phase2a2_db_governance_hardening\06_phase2a2_verification.sql","06_phase2a2_verification.sql",".sql","10405","2026-05-13T00:13:47","REVIEW","DCSE-CP","Prior staged review/artifact lineage","6B0B1372481CD6CC32E3D592C978529272E462203157F52C1FE5DFD1B71D34C9"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\15_manual_backup_verification.md","artifacts\phase2a2_db_governance_hardening\15_manual_backup_verification.md","15_manual_backup_verification.md",".md","987","2026-05-13T00:06:45","SUPERSEDED","DCSE-CP","Prior staged review/artifact lineage","E6CB4C752ED5740D6829F3F57936D6A14EE89F9C1A89A9AE84BF13F8CE1E3C1E"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\phase2a2_governance_hardening_report.json","artifacts\phase2a2_db_governance_hardening\phase2a2_governance_hardening_report.json","phase2a2_governance_hardening_report.json",".json","904","2026-05-11T22:21:10","REVIEW","DCSE-CP","Prior staged review/artifact lineage","12BBD9F917286A1A49C5782C5CFB979B286C42F6AA1899E0D4BD9453857A7A38"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\phase2a2_governance_hardening_report.md","artifacts\phase2a2_db_governance_hardening\phase2a2_governance_hardening_report.md","phase2a2_governance_hardening_report.md",".md","1633","2026-05-13T00:06:54","REVIEW","DCSE-CP","Prior staged review/artifact lineage","FD742766D6CC7670CF383FB1D6CA5B1A22219FDD136618750132252415BD14A3"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_1\phase2a2_patch_cycle_1_report.md","artifacts\phase2a2_patch_cycle_1\phase2a2_patch_cycle_1_report.md","phase2a2_patch_cycle_1_report.md",".md","1851","2026-05-11T22:38:19","REVIEW","DCSE-CP","Prior staged review/artifact lineage","C61D1E7889035AFFE75F53A40A89F5BD29D72526BF299E3A220431D43224DB6E"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_2\ag_self_check_report.json","artifacts\phase2a2_patch_cycle_2\ag_self_check_report.json","ag_self_check_report.json",".json","596","2026-05-11T22:48:31","REVIEW","DCSE-CP","Prior staged review/artifact lineage","2BD70054B1238B555B78E3A542930335931028EAE6397DCB371D4396C343F71B"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_2\ag_self_check_report.md","artifacts\phase2a2_patch_cycle_2\ag_self_check_report.md","ag_self_check_report.md",".md","1583","2026-05-11T22:48:28","REVIEW","DCSE-CP","Prior staged review/artifact lineage","34A484E541B1A98F93D8F083A7AE6FBFBCDAE871EE0FDBEFE29835F63B40A083"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_2\phase2a2_patch_cycle_2_file_manifest.json","artifacts\phase2a2_patch_cycle_2\phase2a2_patch_cycle_2_file_manifest.json","phase2a2_patch_cycle_2_file_manifest.json",".json","816","2026-05-11T22:50:46","REVIEW","DCSE-CP","Prior staged review/artifact lineage","ED3F584797CB8481BB1690673814D99B184E913F4EF0FDDF41FC5DE23D38BEEC"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_2\phase2a2_patch_cycle_2_report.json","artifacts\phase2a2_patch_cycle_2\phase2a2_patch_cycle_2_report.json","phase2a2_patch_cycle_2_report.json",".json","794","2026-05-11T22:48:23","REVIEW","DCSE-CP","Prior staged review/artifact lineage","E265A13F3F8E7A49BFDC1EFBBD66596B02B801C04E7C6BDC300E5ECB9C85622C"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_2\phase2a2_patch_cycle_2_report.md","artifacts\phase2a2_patch_cycle_2\phase2a2_patch_cycle_2_report.md","phase2a2_patch_cycle_2_report.md",".md","1443","2026-05-11T22:47:58","REVIEW","DCSE-CP","Prior staged review/artifact lineage","3EDB087829318B061CE844EBE69746008F8FDE60873F3DF179BF51435EDD9036"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_3\ag_self_check_report.json","artifacts\phase2a2_patch_cycle_3\ag_self_check_report.json","ag_self_check_report.json",".json","413","2026-05-11T22:59:40","REVIEW","DCSE-CP","Prior staged review/artifact lineage","39474575481A657F54A1517CE825D6EAFA4C7962D12D2B2FD0AED7E85822376A"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_3\ag_self_check_report.md","artifacts\phase2a2_patch_cycle_3\ag_self_check_report.md","ag_self_check_report.md",".md","1170","2026-05-11T22:59:39","REVIEW","DCSE-CP","Prior staged review/artifact lineage","19E4C20303527F0B195A0547B1C7B2F2BE75BEA56F355E1C8F5115C011D6391E"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_3\phase2a2_patch_cycle_3_file_manifest.json","artifacts\phase2a2_patch_cycle_3\phase2a2_patch_cycle_3_file_manifest.json","phase2a2_patch_cycle_3_file_manifest.json",".json","857","2026-05-11T22:59:58","REVIEW","DCSE-CP","Prior staged review/artifact lineage","CAF23E649E808D71BA0AF1F8696755D67C398188BB6D94AE73AAE7B9F5355E52"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_3\phase2a2_patch_cycle_3_report.json","artifacts\phase2a2_patch_cycle_3\phase2a2_patch_cycle_3_report.json","phase2a2_patch_cycle_3_report.json",".json","759","2026-05-11T22:59:35","REVIEW","DCSE-CP","Prior staged review/artifact lineage","C0434AE9C9776028E6A99A37AFB945B552E7D085581D0EE94651C06A4FA4A7BC"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_3\phase2a2_patch_cycle_3_report.md","artifacts\phase2a2_patch_cycle_3\phase2a2_patch_cycle_3_report.md","phase2a2_patch_cycle_3_report.md",".md","1636","2026-05-11T22:59:25","REVIEW","DCSE-CP","Prior staged review/artifact lineage","E0305A978BBB7CCC7CB74F37DE15E6EC8F92B4E7498D509BDC2492EBC1BDDA5D"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_4\ag_self_check_report.json","artifacts\phase2a2_patch_cycle_4\ag_self_check_report.json","ag_self_check_report.json",".json","418","2026-05-11T23:04:57","REVIEW","DCSE-CP","Prior staged review/artifact lineage","B85C4641F0D0FF638538A3EF72343BA58E19BCDEB5887FDD6F01FFB8429CC0A6"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_4\ag_self_check_report.md","artifacts\phase2a2_patch_cycle_4\ag_self_check_report.md","ag_self_check_report.md",".md","1210","2026-05-11T23:04:56","REVIEW","DCSE-CP","Prior staged review/artifact lineage","7570402F8E4B3D02FF724AB9541FDBA33A1A4F81A665652AB09E3B626D38FDD1"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_4\phase2a2_patch_cycle_4_file_manifest.json","artifacts\phase2a2_patch_cycle_4\phase2a2_patch_cycle_4_file_manifest.json","phase2a2_patch_cycle_4_file_manifest.json",".json","1992","2026-05-11T23:06:06","REVIEW","DCSE-CP","Prior staged review/artifact lineage","2185BCE00287C44ABB3ED7962FA4BB089FF35E29407F21B720184277D025D036"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_4\phase2a2_patch_cycle_4_report.json","artifacts\phase2a2_patch_cycle_4\phase2a2_patch_cycle_4_report.json","phase2a2_patch_cycle_4_report.json",".json","853","2026-05-11T23:04:54","REVIEW","DCSE-CP","Prior staged review/artifact lineage","AF0129FE2E3EC3BD0461D063AE00881E1A81ADC50828AB795B69D6BC46C7BBCD"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_4\phase2a2_patch_cycle_4_report.md","artifacts\phase2a2_patch_cycle_4\phase2a2_patch_cycle_4_report.md","phase2a2_patch_cycle_4_report.md",".md","1814","2026-05-11T23:04:53","REVIEW","DCSE-CP","Prior staged review/artifact lineage","9D895BD8F36CA11762848CA0CEA893218CCF706EDA5E49C0382D6315219DC234"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\pilot_manifest.json","artifacts\pilot_manifest.json","pilot_manifest.json",".json","18222","2026-05-11T17:07:14","ACTIVE","DCSE-CP","Root project/source lineage","B5B3FE8202778850F665F9AABE8FCE987B06128C8A5DDCFFBB45772F7DCDA30D"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\restricted\ti_ps_litigation\Seals_v_DHHS\Litigation Evidence Table 1.md","artifacts\restricted\ti_ps_litigation\Seals_v_DHHS\Litigation Evidence Table 1.md","Litigation Evidence Table 1.md",".md","2942","2026-05-07T13:49:40","ARCHIVE","PS","Root project/source lineage","985106429B06D9A4B36E02FA166634BDA42E9B2B7AB2173CC0EE0C790F4D383C"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\restricted\v6_pre_execution_backup_20260513_000555.sql","artifacts\restricted\v6_pre_execution_backup_20260513_000555.sql","v6_pre_execution_backup_20260513_000555.sql",".sql","27337","2026-05-13T00:05:58","ARCHIVE","PS","Root project/source lineage","E5750922443C86A07FE1A70E76AD7AAEB7A639642236BFDF1EA11ABF907532AA"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\cloudflared_error.log","cloudflared_error.log","cloudflared_error.log",".log","2797","2026-05-23T13:45:26","SUPPORT","DCSE-CP","Root project/source lineage","77F84544BE31C3A1F6D3CB9CA5ABDE81DFA1C7857AFE0DB59019BF85B095B68F"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\cloudflared_output.log","cloudflared_output.log","cloudflared_output.log",".log","0","2026-05-23T13:45:21","SUPPORT","DCSE-CP","Root project/source lineage","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCS_EmploymentCommandCenter.md","Command Post\Attachments\DCS_EmploymentCommandCenter.md","DCS_EmploymentCommandCenter.md",".md","14192","2026-05-17T04:34:12","REVIEW","DCSE-CP","Root project/source lineage","A7EF46BA70E8536E72598BD08A5AB585BBE8D5F4141C2DF15EE9D43CB6202F99"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\dcs_ep_v_6_cp_digital_dna_stream.md","Command Post\Attachments\dcs_ep_v_6_cp_digital_dna_stream.md","dcs_ep_v_6_cp_digital_dna_stream.md",".md","14268","2026-05-10T23:55:58","REVIEW","DCSE-CP","Root project/source lineage","1BEB2411E2B61D61A2D6FF335079F7E06365EBA4A2723401EA9FE834ED5E4DF7"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCS_Resume_V9_Final_APPROVED.docx","Command Post\Attachments\DCS_Resume_V9_Final_APPROVED.docx","DCS_Resume_V9_Final_APPROVED.docx",".docx","19992","2026-05-17T01:12:31","ACTIVE","DCSE-CP","Root project/source lineage","FCEDEC2EA291D64EC5FAD5D2F0FCC1C8794A8D3641A6FEDAA7E6CE90932500E3"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCS_Resume_Within_Limits.docx","Command Post\Attachments\DCS_Resume_Within_Limits.docx","DCS_Resume_Within_Limits.docx",".docx","14114","2026-05-17T04:34:04","REVIEW","DCSE-CP","Root project/source lineage","CDC61685E3C1974292BBCCB0E3A6F851E0F756000212180648F15BE4EEBD9C52"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\dcse_ddna_extraction_v01.py","Command Post\Attachments\dcse_ddna_extraction_v01.py","dcse_ddna_extraction_v01.py",".py","22776","2026-05-16T02:51:22","SUPPORT","DCSE-CP","Root project/source lineage","9C7FB3A880ACD4762DC72DC814CF5DF2AA0692137E9C3BE4F28588086AA70F80"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCSE_End_of_Day_DDNA_Sweep_20260516.json","Command Post\Attachments\DCSE_End_of_Day_DDNA_Sweep_20260516.json","DCSE_End_of_Day_DDNA_Sweep_20260516.json",".json","11902","2026-05-16T02:40:15","REVIEW","DCSE-CP","Root project/source lineage","55579C48B53E5E4B1D970F2090E45C011C6CD4CEFC81D7858672B7B5DF58B2F5"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCSE_End_of_Day_DDNA_Sweep_20260516.md","Command Post\Attachments\DCSE_End_of_Day_DDNA_Sweep_20260516.md","DCSE_End_of_Day_DDNA_Sweep_20260516.md",".md","9976","2026-05-16T02:40:09","REVIEW","DCSE-CP","Root project/source lineage","4F79570CA8C3F2663C9C4406D15CB89834FEB7EBBA1CC420E53E6EF8DD677AC6"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCSE_EOD_DAILY_ASSET_DDNA_20260517.json","Command Post\Attachments\DCSE_EOD_DAILY_ASSET_DDNA_20260517.json","DCSE_EOD_DAILY_ASSET_DDNA_20260517.json",".json","1535","2026-05-17T03:59:14","REVIEW","DCSE-SS/SC","Root project/source lineage","2C8143390FBDA2C400CE4178FFA0BA8A08A6A3119BB9AFCAEF65B87AF975983E"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCSE_EOD_DAILY_ASSET_DDNA_20260517.md","Command Post\Attachments\DCSE_EOD_DAILY_ASSET_DDNA_20260517.md","DCSE_EOD_DAILY_ASSET_DDNA_20260517.md",".md","9838","2026-05-17T03:59:10","REVIEW","DCSE-SS/SC","Root project/source lineage","131673D529D412AA932DBAF7667EDDC745C22445BD0C13D725A5E642AC3F974B"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\dcse_master_assistant_ddna_sop.md","Command Post\Attachments\dcse_master_assistant_ddna_sop.md","dcse_master_assistant_ddna_sop.md",".md","5308","2026-05-17T04:27:38","REVIEW","DCSE-SS/SC","Sis Dee prior persona lineage candidate","09063EE6F4970B09C7030C4D3249F32C8839E54CF970B625790CC23CE53B6B88"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCSE-DDNA-Extraction-Routine-v1-20260515.md","Command Post\Attachments\DCSE-DDNA-Extraction-Routine-v1-20260515.md","DCSE-DDNA-Extraction-Routine-v1-20260515.md",".md","31509","2026-05-15T23:33:17","REVIEW","DCSE-CP","Root project/source lineage","E9B4CCDFE004EACE8A34C559577C6E4D37D1C75EA5CD374710E9F19B40C2D76E"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCSE-DDNA-NeutralPass-OCE-Chat-v1-20260515.md","Command Post\Attachments\DCSE-DDNA-NeutralPass-OCE-Chat-v1-20260515.md","DCSE-DDNA-NeutralPass-OCE-Chat-v1-20260515.md",".md","20209","2026-05-15T23:33:22","REVIEW","DCSE-SS/SC","Root project/source lineage","92B5F7FEC3361EEA4CFB70B87CDF89B3D9753A0F5252A2C21CEAB9F7CD1A807C"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\OCE First Use Case Packet - Infosys Agentic Orchestration v1.docx","Command Post\Attachments\OCE First Use Case Packet - Infosys Agentic Orchestration v1.docx","OCE First Use Case Packet - Infosys Agentic Orchestration v1.docx",".docx","18759","2026-05-15T17:01:20","REVIEW","DCSE-CP","Root project/source lineage","84330FDA89BDD17D033F29DE81BE475BC423822D8FEDE4A239E000C8A2B74243"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\The Critical Thinker's Journey Full Series Parts 1 2 & 3.zip","Command Post\Attachments\The Critical Thinker's Journey Full Series Parts 1 2 & 3.zip","The Critical Thinker's Journey Full Series Parts 1 2 & 3.zip",".zip","102250","2026-05-14T23:44:18","SUPPORT","DCSE-SS/SC","CTJ product lineage candidate","61EFF46863A6EAE3D6D042E2235872DFAAD4EE4DAEE527D433505808FE09C2BE"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\APPENDIX_SUPABASE_KEY_ROTATION_AUTOMATION_20260523.md","Command Post\audit\APPENDIX_SUPABASE_KEY_ROTATION_AUTOMATION_20260523.md","APPENDIX_SUPABASE_KEY_ROTATION_AUTOMATION_20260523.md",".md","6921","2026-05-23T16:12:08","REVIEW","DCSE-CP","Root project/source lineage","6E218A0D56C0BF9CF4922F44EF403F47E918B478F7CFD26A76911118F3D4E9B4"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\DCSE_ASSET_WRAPUP_EXTRACTION_PLAN_20260523.md","Command Post\audit\DCSE_ASSET_WRAPUP_EXTRACTION_PLAN_20260523.md","DCSE_ASSET_WRAPUP_EXTRACTION_PLAN_20260523.md",".md","17085","2026-05-23T16:16:07","REVIEW","DCSE-SS/SC","Root project/source lineage","5BE9804CFA1E40A3854EE49DAA4BC6D95C22D014AF7A91FF7F595E3F7A579087"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\P3_VERIFICATION_TRACE_20260523.md","Command Post\audit\P3_VERIFICATION_TRACE_20260523.md","P3_VERIFICATION_TRACE_20260523.md",".md","574","2026-05-23T13:39:26","REVIEW","DCSE-CP","Root project/source lineage","50E371A3D2BCDF7CC617AA3C193249C5964369C7C60F67EDED1BEA1E5472F0BD"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\P4_DEPLOYMENT_TRACE_20260523.md","Command Post\audit\P4_DEPLOYMENT_TRACE_20260523.md","P4_DEPLOYMENT_TRACE_20260523.md",".md","1129","2026-05-23T13:44:14","REVIEW","DCSE-CP","Root project/source lineage","9CDDA72D6C5C931C65A62B289DF16FF9EC02D1BF595939369E0E0F48FC8E2B9F"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\P4_PERMANENT_DEPLOYMENT_SPEC_20260523.md","Command Post\audit\P4_PERMANENT_DEPLOYMENT_SPEC_20260523.md","P4_PERMANENT_DEPLOYMENT_SPEC_20260523.md",".md","7773","2026-05-23T14:02:16","REVIEW","DCSE-CP","Root project/source lineage","C0663FF5EA32B6D685556487CADCEE212E80721564D37270B423774A8C932C06"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\P4_PERMANENT_DEPLOYMENT_TRACE_20260523.md","Command Post\audit\P4_PERMANENT_DEPLOYMENT_TRACE_20260523.md","P4_PERMANENT_DEPLOYMENT_TRACE_20260523.md",".md","4695","2026-05-23T15:35:17","REVIEW","DCSE-CP","Root project/source lineage","FCCF0397C33B28E5013C9BFBD42644E4759457B333B9FA14EB9369B2CE790300"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\P5_DOMAIN_WIX_TRACE_20260523.md","Command Post\audit\P5_DOMAIN_WIX_TRACE_20260523.md","P5_DOMAIN_WIX_TRACE_20260523.md",".md","3879","2026-05-23T15:35:17","REVIEW","DCSE-CP","Root project/source lineage","338CFF840FAE27E3E430CA4EC536FD15743DECB85A7289A26B1CC87635FC1519"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\20260521\DCSE-DDNA-PRODUCT-AGG-20260521.json","Command Post\ddna_output\20260521\DCSE-DDNA-PRODUCT-AGG-20260521.json","DCSE-DDNA-PRODUCT-AGG-20260521.json",".json","1230","2026-05-21T17:13:50","REVIEW","DCSE-CP","Root project/source lineage","BDD712DD7E5EE47F52F9F3CC9AA5A03CE23279E6960FEB23CFB25FBA1C1B6A8E"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\20260521\DCSE-DDNA-TECHNICAL-AGG-20260521.json","Command Post\ddna_output\20260521\DCSE-DDNA-TECHNICAL-AGG-20260521.json","DCSE-DDNA-TECHNICAL-AGG-20260521.json",".json","1236","2026-05-21T17:13:50","REVIEW","DCSE-CP","Root project/source lineage","FF3ABC5073D56919F928B64988C5339DEDFFAF56C94465DA459FC75AB09223BA"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\20260521\DDNA-Summary-SRC-DCSE_End_of_Day_DDNA_Sweep_20260516-20260521171350.md","Command Post\ddna_output\20260521\DDNA-Summary-SRC-DCSE_End_of_Day_DDNA_Sweep_20260516-20260521171350.md","DDNA-Summary-SRC-DCSE_End_of_Day_DDNA_Sweep_20260516-20260521171350.md",".md","1114","2026-05-21T17:13:50","REVIEW","DCSE-CP","Root project/source lineage","DDD34010F93741814C0BF092B71DDB2BCD534FCCB45E3E6ECFFBCE74361D903D"
