"source_path","destination_path","action","gate","rationale"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\01_kb_sources_rls_policy_review.sql","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00069_DCSE_CP_01_kb_sources_rls_policy_review.sql","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\02_audit_events_schema_review.sql","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00070_DCSE_SS_SC_02_audit_events_schema_review.sql","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\03_source_registration_audit_review.sql","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00071_DCSE_CP_03_source_registration_audit_review.sql","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\04_stop_gate_constraints_review.sql","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00072_DCSE_CP_04_stop_gate_constraints_review.sql","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\05_agent_access_model_review.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00073_DCSE_SS_SC_05_agent_access_model_review.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\06_phase2a2_verification.sql","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00074_DCSE_CP_06_phase2a2_verification.sql","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\15_manual_backup_verification.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00075_DCSE_CP_15_manual_backup_verification.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\phase2a2_governance_hardening_report.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00076_DCSE_CP_phase2a2_governance_hardening_report.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_db_governance_hardening\phase2a2_governance_hardening_report.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00077_DCSE_CP_phase2a2_governance_hardening_report.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_1\phase2a2_patch_cycle_1_report.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00078_DCSE_CP_phase2a2_patch_cycle_1_report.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_2\ag_self_check_report.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00079_DCSE_CP_ag_self_check_report.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_2\ag_self_check_report.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00080_DCSE_CP_ag_self_check_report.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_2\phase2a2_patch_cycle_2_file_manifest.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00081_DCSE_CP_phase2a2_patch_cycle_2_file_manifest.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_2\phase2a2_patch_cycle_2_report.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00082_DCSE_CP_phase2a2_patch_cycle_2_report.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_2\phase2a2_patch_cycle_2_report.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00083_DCSE_CP_phase2a2_patch_cycle_2_report.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_3\ag_self_check_report.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00084_DCSE_CP_ag_self_check_report.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_3\ag_self_check_report.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00085_DCSE_CP_ag_self_check_report.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_3\phase2a2_patch_cycle_3_file_manifest.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00086_DCSE_CP_phase2a2_patch_cycle_3_file_manifest.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_3\phase2a2_patch_cycle_3_report.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00087_DCSE_CP_phase2a2_patch_cycle_3_report.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_3\phase2a2_patch_cycle_3_report.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00088_DCSE_CP_phase2a2_patch_cycle_3_report.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_4\ag_self_check_report.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00089_DCSE_CP_ag_self_check_report.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_4\ag_self_check_report.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00090_DCSE_CP_ag_self_check_report.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_4\phase2a2_patch_cycle_4_file_manifest.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00091_DCSE_CP_phase2a2_patch_cycle_4_file_manifest.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_4\phase2a2_patch_cycle_4_report.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00092_DCSE_CP_phase2a2_patch_cycle_4_report.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\phase2a2_patch_cycle_4\phase2a2_patch_cycle_4_report.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00093_DCSE_CP_phase2a2_patch_cycle_4_report.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\artifacts\pilot_manifest.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00094_DCSE_CP_pilot_manifest.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCS_EmploymentCommandCenter.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00095_DCSE_CP_DCS_EmploymentCommandCenter.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\dcs_ep_v_6_cp_digital_dna_stream.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00096_DCSE_CP_dcs_ep_v_6_cp_digital_dna_stream.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCS_Resume_V9_Final_APPROVED.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00097_DCSE_CP_DCS_Resume_V9_Final_APPROVED.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCS_Resume_Within_Limits.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00098_DCSE_CP_DCS_Resume_Within_Limits.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCSE_End_of_Day_DDNA_Sweep_20260516.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00099_DCSE_CP_DCSE_End_of_Day_DDNA_Sweep_20260516.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCSE_End_of_Day_DDNA_Sweep_20260516.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00100_DCSE_CP_DCSE_End_of_Day_DDNA_Sweep_20260516.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCSE_EOD_DAILY_ASSET_DDNA_20260517.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00101_DCSE_SS_SC_DCSE_EOD_DAILY_ASSET_DDNA_20260517.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCSE_EOD_DAILY_ASSET_DDNA_20260517.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00102_DCSE_SS_SC_DCSE_EOD_DAILY_ASSET_DDNA_20260517.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\dcse_master_assistant_ddna_sop.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00103_DCSE_SS_SC_dcse_master_assistant_ddna_sop.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Sis Dee prior persona lineage candidate"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCSE-DDNA-Extraction-Routine-v1-20260515.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00104_DCSE_CP_DCSE_DDNA_Extraction_Routine_v1_20260515.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\DCSE-DDNA-NeutralPass-OCE-Chat-v1-20260515.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00105_DCSE_SS_SC_DCSE_DDNA_NeutralPass_OCE_Chat_v1_20260515.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\Attachments\OCE First Use Case Packet - Infosys Agentic Orchestration v1.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00106_DCSE_CP_OCE_First_Use_Case_Packet_Infosys_Agentic_Orchestration_v1.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\APPENDIX_SUPABASE_KEY_ROTATION_AUTOMATION_20260523.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00107_DCSE_CP_APPENDIX_SUPABASE_KEY_ROTATION_AUTOMATION_20260523.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\DCSE_ASSET_WRAPUP_EXTRACTION_PLAN_20260523.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00108_DCSE_SS_SC_DCSE_ASSET_WRAPUP_EXTRACTION_PLAN_20260523.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\P3_VERIFICATION_TRACE_20260523.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00109_DCSE_CP_P3_VERIFICATION_TRACE_20260523.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\P4_DEPLOYMENT_TRACE_20260523.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00110_DCSE_CP_P4_DEPLOYMENT_TRACE_20260523.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\P4_PERMANENT_DEPLOYMENT_SPEC_20260523.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00111_DCSE_CP_P4_PERMANENT_DEPLOYMENT_SPEC_20260523.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\P4_PERMANENT_DEPLOYMENT_TRACE_20260523.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00112_DCSE_CP_P4_PERMANENT_DEPLOYMENT_TRACE_20260523.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\audit\P5_DOMAIN_WIX_TRACE_20260523.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00113_DCSE_CP_P5_DOMAIN_WIX_TRACE_20260523.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\20260521\DCSE-DDNA-PRODUCT-AGG-20260521.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00114_DCSE_CP_DCSE_DDNA_PRODUCT_AGG_20260521.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\20260521\DCSE-DDNA-TECHNICAL-AGG-20260521.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00115_DCSE_CP_DCSE_DDNA_TECHNICAL_AGG_20260521.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\20260521\DDNA-Summary-SRC-DCSE_End_of_Day_DDNA_Sweep_20260516-20260521171350.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00116_DCSE_CP_DDNA_Summary_SRC_DCSE_End_of_Day_DDNA_Sweep_20260516_20260521171350.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\p3_final_20260523\DDNA-Summary-SRC-DCSE_End_of_Day_DDNA_Sweep_20260516-20260523133223.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00117_DCSE_CP_DDNA_Summary_SRC_DCSE_End_of_Day_DDNA_Sweep_20260516_20260523133223.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\p3_validation_20260523\DCSE-DDNA-PRODUCT-AGG-20260523.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00118_DCSE_CP_DCSE_DDNA_PRODUCT_AGG_20260523.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\p3_validation_20260523\DCSE-DDNA-TECHNICAL-AGG-20260523.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00119_DCSE_CP_DCSE_DDNA_TECHNICAL_AGG_20260523.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\p3_validation_20260523\DDNA-Summary-SRC-DCSE_End_of_Day_DDNA_Sweep_20260516-20260523055618.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00120_DCSE_CP_DDNA_Summary_SRC_DCSE_End_of_Day_DDNA_Sweep_20260516_20260523055618.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\docs\ddna\AG_Verification_Receipt_20260521.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00121_DCSE_CP_AG_Verification_Receipt_20260521.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\docs\ddna\DCSE_AG_Compliance_Audit_20260521.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00122_DCSE_CP_DCSE_AG_Compliance_Audit_20260521.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\docs\ddna\DCSE_Executive_Report_Asset_PM.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00123_DCSE_SS_SC_DCSE_Executive_Report_Asset_PM.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\docs\ddna\load_json_source_adapter_spec.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00124_DCSE_CP_load_json_source_adapter_spec.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\docs\orchestration\DCSE_CONTEXT_BRIDGE_20260523.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00125_DCSE_CP_DCSE_CONTEXT_BRIDGE_20260523.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\docs\orchestration\DCSE_MODULE_ORCHESTRATION_REGISTRY_20260523.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00126_DCSE_CP_DCSE_MODULE_ORCHESTRATION_REGISTRY_20260523.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\CODEX_EXECUTION_PROMPT.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00127_DCSE_CP_CODEX_EXECUTION_PROMPT.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\DDNA_KNOWLEDGE_PROTOCOL.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00128_DCSE_CP_DDNA_KNOWLEDGE_PROTOCOL.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\knowledge_record_schema.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00129_DCSE_SS_SC_knowledge_record_schema.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\manifest.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00130_DCSE_CP_manifest.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\README.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00131_DCSE_CP_README.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\rule_registry.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00132_DCSE_CP_rule_registry.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
